AvgSpotLen	BioSample	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	LibraryLayout	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study
297	SAMN05990318	gs ncbi s3	gs.US s3.us-east-1	SRX2548446	0	PAIRED	D2_76	130	62	SRR5241593	SRS1967050	Blue Steele	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990324	gs ncbi s3	gs.US s3.us-east-1	SRX2548447	0	PAIRED	D2_85	988	441	SRR5241594	SRS1967052	Blue Dream2	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990310	gs ncbi s3	gs.US s3.us-east-1	SRX2548448	0	PAIRED	D2_68	323	133	SRR5241595	SRS1967051	Blue Dream1	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990334	gs ncbi s3	gs.US s3.us-east-1	SRX2548449	0	PAIRED	D2_95	289	120	SRR5241596	SRS1967053	Black Jack2	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990321	gs ncbi s3	gs.US s3.us-east-1	SRX2548450	0	PAIRED	D2_79	208	86	SRR5241597	SRS1967055	Black Jack1	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990322	gs ncbi s3	gs.US s3.us-east-1	SRX2548451	0	PAIRED	D2_80	355	148	SRR5241598	SRS1967054	Berry Garcia	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990317	gs ncbi s3	gs.US s3.us-east-1	SRX2548452	0	PAIRED	D2_75	476	217	SRR5241599	SRS1967056	Banana2	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990314	gs ncbi s3	gs.US s3.us-east-1	SRX2548453	0	PAIRED	D2_72	326	137	SRR5241600	SRS1967057	Banana	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990331	gs ncbi s3	gs.US s3.us-east-1	SRX2548454	0	PAIRED	D2_92	441	183	SRR5241601	SRS1967058	AZ Star #2	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990319	gs ncbi s3	gs.US s3.us-east-1	SRX2548455	0	PAIRED	D2_77	372	179	SRR5241602	SRS1967059	Amnesia Haze	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
297	SAMN05990320	gs ncbi s3	gs.US s3.us-east-1	SRX2548456	0	PAIRED	D2_78	159	76	SRR5241603	SRS1967060	Alien Dawg	WGS	PRJNA350539	SUNRISE GENETICS	public	sra unknown_contigs	Illumina HiSeq 4000	Restriction Digest	GENOMIC	2017-02-09	Cannabis sativa	ILLUMINA	2017-02-14	SRP099161
101	SAMN04576079	gs ncbi s3	gs.US s3.us-east-1	SRX1656912	0	SINGLE		1373	752	SRR3286247	SRS1357179	GSM2096945	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Brachypodium distachyon	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576079	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656912	0	SINGLE		1771	838	SRR3286248	SRS1357179	GSM2096945	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Brachypodium distachyon	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576079	gs ncbi s3	gs.US s3.us-east-1	SRX1656912	0	SINGLE		1688	794	SRR3286249	SRS1357179	GSM2096945	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Brachypodium distachyon	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576079	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656912	0	SINGLE		1642	770	SRR3286250	SRS1357179	GSM2096945	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Brachypodium distachyon	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576079	gs ncbi s3	gs.US s3.us-east-1	SRX1656912	0	SINGLE		1725	812	SRR3286251	SRS1357179	GSM2096945	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Brachypodium distachyon	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576079	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656912	0	SINGLE		1616	765	SRR3286252	SRS1357179	GSM2096945	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Brachypodium distachyon	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576080	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656913	0	SINGLE		7700	3179	SRR3286253	SRS1357178	GSM2096947	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Beta vulgaris	ILLUMINA	2016-09-05	SRP072226
151	SAMN04576080	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656913	0	SINGLE		6329	2806	SRR3286254	SRS1357178	GSM2096947	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Beta vulgaris	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576071	gs ncbi s3	gs.US s3.us-east-1	SRX1656914	0	SINGLE		2029	1012	SRR3286255	SRS1357177	GSM2096949	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Citrus clementina	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576071	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656914	0	SINGLE		1979	991	SRR3286256	SRS1357177	GSM2096949	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Citrus clementina	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576071	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656914	0	SINGLE		1947	973	SRR3286257	SRS1357177	GSM2096949	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Citrus clementina	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576081	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656915	0	SINGLE		19923	9509	SRR3286258	SRS1357176	GSM2096951	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Cannabis sativa	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576082	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656916	0	SINGLE		1302	651	SRR3286259	SRS1357175	GSM2096953	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Cucumis sativus	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576082	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656916	0	SINGLE		1221	612	SRR3286260	SRS1357175	GSM2096953	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Cucumis sativus	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576082	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656916	0	SINGLE		1182	592	SRR3286261	SRS1357175	GSM2096953	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Cucumis sativus	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576083	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656917	0	SINGLE		4266	1818	SRR3286262	SRS1357174	GSM2096956	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Cucumis sativus	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576083	gs s3	gs.US s3.us-east-1	SRX1656917	0	SINGLE		4234	1784	SRR3286263	SRS1357174	GSM2096956	Bisulfite-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Cucumis sativus	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576083	gs ncbi s3	gs.US s3.us-east-1	SRX1656917	0	SINGLE		4282	1825	SRR3286264	SRS1357174	GSM2096956	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Cucumis sativus	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576083	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656917	0	SINGLE		4147	1758	SRR3286265	SRS1357174	GSM2096956	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Cucumis sativus	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576084	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656918	0	SINGLE		20139	9449	SRR3286266	SRS1357173	GSM2096958	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Eucalyptus grandis	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576085	gs s3	gs.US s3.us-east-1	SRX1656919	0	SINGLE		18017	8247	SRR3286267	SRS1357172	GSM2096960	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Fragaria vesca	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576086	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656920	0	SINGLE		1274	548	SRR3286268	SRS1357171	GSM2096962	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Fragaria vesca	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576086	gs ncbi s3	gs.US s3.us-east-1	SRX1656920	0	SINGLE		1299	551	SRR3286269	SRS1357171	GSM2096962	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Fragaria vesca	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576086	gs ncbi s3	gs.US s3.us-east-1	SRX1656920	0	SINGLE		1272	547	SRR3286270	SRS1357171	GSM2096962	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Fragaria vesca	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576086	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656920	0	SINGLE		1254	536	SRR3286271	SRS1357171	GSM2096962	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Fragaria vesca	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576087	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656921	0	SINGLE		4026	2007	SRR3286272	SRS1357170	GSM2096965	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Lotus japonicus	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576087	gs ncbi s3	gs.US s3.us-east-1	SRX1656921	0	SINGLE		3932	1967	SRR3286273	SRS1357170	GSM2096965	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Lotus japonicus	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576087	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656921	0	SINGLE		3889	1943	SRR3286274	SRS1357170	GSM2096965	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Lotus japonicus	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576088	gs s3	gs.US s3.us-east-1	SRX1656922	0	SINGLE		14849	6524	SRR3286275	SRS1357169	GSM2096967	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Malus domestica	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576089	gs ncbi s3	gs.US s3.us-east-1	SRX1656923	0	SINGLE		1871	941	SRR3286276	SRS1357168	GSM2096969	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576089	gs ncbi s3	gs.US s3.us-east-1	SRX1656923	0	SINGLE		1770	893	SRR3286277	SRS1357168	GSM2096969	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576089	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656923	0	SINGLE		1720	867	SRR3286278	SRS1357168	GSM2096969	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576089	gs s3	gs.US s3.us-east-1	SRX1656923	0	SINGLE		1181	499	SRR3286279	SRS1357168	GSM2096969	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576089	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656923	0	SINGLE		4659	2247	SRR3286280	SRS1357168	GSM2096969	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576090	gs s3	gs.US s3.us-east-1	SRX1656924	0	SINGLE		4784	2049	SRR3286281	SRS1357167	GSM2096971	Bisulfite-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576090	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656924	0	SINGLE		4754	2012	SRR3286282	SRS1357167	GSM2096971	Bisulfite-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576090	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656924	0	SINGLE		4797	2054	SRR3286283	SRS1357167	GSM2096971	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576090	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656924	0	SINGLE		4676	1991	SRR3286284	SRS1357167	GSM2096971	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576091	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656925	0	SINGLE		4172	1779	SRR3286285	SRS1357166	GSM2096973	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576091	gs s3	gs.US s3.us-east-1	SRX1656925	0	SINGLE		4183	1763	SRR3286286	SRS1357166	GSM2096973	Bisulfite-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576091	gs ncbi s3	gs.US s3.us-east-1	SRX1656925	0	SINGLE		4183	1784	SRR3286287	SRS1357166	GSM2096973	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
150	SAMN04576091	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656925	0	SINGLE		4092	1735	SRR3286288	SRS1357166	GSM2096973	Bisulfite-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	RANDOM	GENOMIC	2016-03-23	Manihot esculenta	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576092	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656926	0	SINGLE		982	537	SRR3286289	SRS1357165	GSM2096975	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Erythranthe guttata	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576092	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656926	0	SINGLE		1273	589	SRR3286290	SRS1357165	GSM2096975	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Erythranthe guttata	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576092	gs ncbi s3	gs.US s3.us-east-1	SRX1656926	0	SINGLE		1195	550	SRR3286291	SRS1357165	GSM2096975	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Erythranthe guttata	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576092	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656926	0	SINGLE		1154	529	SRR3286292	SRS1357165	GSM2096975	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Erythranthe guttata	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576092	gs ncbi s3	gs.US s3.us-east-1	SRX1656926	0	SINGLE		1232	568	SRR3286293	SRS1357165	GSM2096975	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Erythranthe guttata	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576092	gs ncbi s3	gs.US s3.us-east-1	SRX1656926	0	SINGLE		1206	555	SRR3286294	SRS1357165	GSM2096975	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Erythranthe guttata	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576093	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656927	0	SINGLE		3869	1911	SRR3286295	SRS1357164	GSM2096978	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Medicago truncatula	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576093	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656927	0	SINGLE		3768	1869	SRR3286296	SRS1357164	GSM2096978	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Medicago truncatula	ILLUMINA	2016-09-05	SRP072226
101	SAMN04576093	gs ncbi s3	gs.US s3.us-east-1	SRX1656927	0	SINGLE		3701	1834	SRR3286297	SRS1357164	GSM2096978	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Medicago truncatula	ILLUMINA	2016-09-05	SRP072226
